Store,Country,State,City,Category,Clothing Type,Store Number,Postal Code,Store Type,Store Open Date,Selling Area Size (sq ft),Store Manager,Manager ID,Store Address,Operating Hours,Staff Count,Parking Availability,Security Features,Order ID,Order Date,Month,Customer ID,Customer Name,Product ID,Price,Quantity,Sales Profit,Sales Amount,Order_Year,Order_Month,Order_Day
Zudio,India,Maharashtra,Varanasi,Women,Shirts,96,435610,Owned,05-11-2022,1400,Stephanie Rice,M16,"090 Snow Walk Apt. 848 New Michael, WA 21481",10 AM - 9 PM,19,Not Available,"CCTV, Alarm",33813,02-11-2024,November,281967,Julia Kelly,832,2759,4,4414.4,11036,2024,11,2
Zudio,India,Maharashtra,Kanpur,Kids,Shirts,28,415336,Owned,19-06-2023,1300,Rachel Wright,M8,"38490 Ramos Knolls Suite 994 Markville, IN 78039",10 AM - 7 PM,3,Available,Alarm,57666,11-06-2024,June,601250,Tiffany Holland,520,772,4,1235.2,3088,2024,6,11
Zudio,India,Tamil Nadu,Pune,Men,Tops,87,420399,Rented,01-05-2020,1200,Brent Buchanan,M33,"5499 James Forges East Elizabethstad, GA 54631",10 AM - 9 PM,13,Available,,74519,31-01-2024,January,612702,Mark Bush,255,2015,6,4836,12090,2024,1,31
Zudio,India,Karnataka,Goa,Women,Hoodies,24,418241,Rented,10-03-2020,1000,Jaime Gordon,M63,"068 Vincent Square Suite 530 Littlemouth, GA 29788",9 AM - 8 PM,18,Available,CCTV,35448,29-03-2024,March,659085,Christopher Brown,703,1475,4,2360,5900,2024,3,29
Zudio,India,Delhi,Chandigarh,Men,Sweaters,62,416992,Owned,21-11-2022,1400,Benjamin Cohen,M32,"86371 Walker Expressway Suite 101 Silvamouth, NM 03103",9 AM - 8 PM,19,Available,CCTV,32206,12-11-2024,November,282317,Jennifer Phillips,638,2739,7,7669.2,19173,2024,11,12
Zudio,India,Karnataka,Varanasi,Kids,Hoodies,80,403395,Owned,10-07-2023,800,Edward Ali,M87,"89240 Matthew Underpass Port Brian, NM 09248",9 AM - 8 PM,15,Not Available,CCTV,20837,07-09-2024,September,784321,Louis Moore,251,1531,5,3062,7655,2024,9,7
Zudio,India,Tamil Nadu,Jalna,Women,Tops,1,423262,Owned,03-09-2024,1400,Andrew Miller,M37,"5865 Brian Inlet Kristineview, VT 92495",10 AM - 9 PM,6,Available,Alarm,75954,02-04-2024,April,743771,Elizabeth Brown,923,505,4,808,2020,2024,4,2
Zudio,India,Gujarat,Noida,Women,Pants,42,432785,Rented,24-08-2024,1400,Dr. Lisa Martinez DDS,M21,"766 Brian Expressway Suite 443 Leslieshire, IA 87667",10 AM - 7 PM,4,Available,CCTV,90300,19-04-2024,April,233231,Vincent Butler,293,857,5,1714,4285,2024,4,19
Zudio,India,Tamil Nadu,Thane,Kids,Jackets,77,412993,Owned,27-01-2022,1100,Steven Guerra,M63,"58625 Edwards Green Tinaside, VA 24848",10 AM - 7 PM,16,Available,,47475,07-10-2024,October,177564,Chelsea Carrillo,981,2394,3,2872.8,7182,2024,10,7
Zudio,India,Gujarat,Pune,Men,Shirts,26,400689,Owned,10-12-2020,1100,Jorge Miller,M51,"487 Marshall Way Crystaltown, WI 36541",10 AM - 9 PM,13,Available,CCTV,48173,10-11-2024,November,906695,Richard Long,640,1804,6,4329.6,10824,2024,11,10
Zudio,India,Rajasthan,Aurangabad,Kids,Skirts,31,431306,Rented,29-12-2022,1100,Donna Guzman,M90,"316 Davis Well Apt. 301 Jeremyfurt, AK 69029",10 AM - 7 PM,16,Available,CCTV,49350,16-08-2024,August,396904,Nicole Smith,740,2687,6,6448.8,16122,2024,8,16
Zudio,India,Rajasthan,Visakhapatnam,Women,Pants,80,419970,Owned,11-04-2020,1000,Christopher Martin,M41,"78384 Daniels Garden Suite 112 New Randybury, KY 39503",11 AM - 8 PM,7,Available,,89409,02-06-2024,June,475932,Laura Gilmore,970,1987,8,6358.4,15896,2024,6,2
Zudio,India,Rajasthan,Pondicherry,Women,Sweaters,39,427936,Owned,03-07-2022,1200,Michaela Campbell,M74,"8309 Harold Vista Thomasberg, OK 16767",10 AM - 7 PM,7,Available,Alarm,94166,17-09-2024,September,167485,David Thomas,374,2419,5,4838,12095,2024,9,17
Zudio,India,Tamil Nadu,Solapur,Women,Shirts,52,435212,Rented,07-04-2024,1200,Patrick George,M20,"28858 Heather Prairie Suite 216 Tracyburgh, OH 48983",10 AM - 7 PM,12,Not Available,,93566,08-03-2024,March,159634,Cheryl Mcintosh,765,582,4,931.2,2328,2024,3,8
Zudio,India,Maharashtra,Chandigarh,Men,T-shirts,14,402281,Rented,01-04-2023,1100,Mr. John Kirby,M71,"3831 Maureen Key Apt. 664 East Harold, LA 18885",9 AM - 8 PM,8,Available,"CCTV, Alarm",28411,28-06-2024,June,948302,Cindy Allen,469,2645,4,4232,10580,2024,6,28
Zudio,India,Rajasthan,Patna,Men,Dresses,43,409926,Rented,01-02-2022,1400,Andrea Suarez,M21,"529 Jones Stream Milesview, NY 17543",11 AM - 8 PM,14,Not Available,,56197,01-04-2024,April,746331,Mr. John Pearson,813,2454,4,3926.4,9816,2024,4,1
Zudio,India,Uttar Pradesh,Faridabad,Women,Jeans,82,409893,Rented,02-06-2023,1100,James Bray,M54,"1024 Linda Park Alyssabury, LA 86496",11 AM - 8 PM,13,Not Available,,40990,06-04-2024,April,125809,Robert Barker,982,1257,8,4022.4,10056,2024,4,6
Zudio,India,Karnataka,Mumbai,Kids,Tops,45,412211,Rented,25-01-2024,800,Sheila Gonzalez,M96,"645 Mcgrath Loaf Suite 353 Charlesville, MS 47064",11 AM - 8 PM,5,Available,Alarm,52866,05-01-2024,January,154546,Stephanie Richardson,635,2199,5,4398,10995,2024,1,5
Zudio,India,Maharashtra,Chennai,Men,Skirts,72,431379,Owned,27-03-2020,1100,John Williams,M6,USS Franco FPO AE 08360,10 AM - 7 PM,19,Not Available,,79392,24-07-2024,July,125524,Tiffany Ferguson,718,1581,7,4426.8,11067,2024,7,24
Zudio,India,West Bengal,Kolkata,Kids,Hoodies,85,406963,Rented,05-03-2021,1100,Connie Wilson,M85,"5935 Jones Points Lake Ashley, CO 71882",10 AM - 7 PM,14,Not Available,,84081,03-05-2024,May,494239,Andrew Jones,865,1013,7,2836.4,7091,2024,5,3
Zudio,India,Uttar Pradesh,Indore,Kids,Sweaters,96,424218,Owned,03-09-2020,1300,Elizabeth Winters,M14,"64753 Clements Burgs Suite 315 Frystad, MO 68245",9 AM - 8 PM,16,Not Available,CCTV,13119,01-08-2024,August,919784,Jasmine Downs,592,2276,1,910.4,2276,2024,8,1
Zudio,India,West Bengal,Guwahati,Men,T-shirts,52,434885,Rented,19-07-2023,950,Christopher Crosby,M38,"PSC 7084, Box 7225 APO AE 76822",9 AM - 8 PM,9,Available,,70651,08-04-2024,April,292975,Mark Perez,738,2638,2,2110.4,5276,2024,4,8
Zudio,India,Karnataka,Goa,Men,Shirts,97,439269,Rented,20-11-2023,1200,Mrs. Michelle Wood DDS,M78,"727 Coffey Oval Apt. 558 Aaronside, WA 99504",11 AM - 8 PM,7,Available,Alarm,96686,01-12-2024,December,584389,Robert Thompson,751,1039,3,1246.8,3117,2024,12,1
Zudio,India,West Bengal,Ahmedabad,Women,Dresses,35,424101,Rented,20-09-2022,1300,Stephen Johnson,M4,"67791 Elizabeth Freeway East Lisa, AZ 36885",10 AM - 9 PM,16,Available,Alarm,96905,27-03-2024,March,891908,Matthew Poole,726,2376,6,5702.4,14256,2024,3,27
Zudio,India,Maharashtra,Madurai,Men,Hoodies,47,438487,Rented,04-11-2023,1200,Scott Allen,M54,"895 Edwards Rest Apt. 771 Rachelland, FL 01306",11 AM - 8 PM,4,Not Available,"CCTV, Alarm",56430,09-02-2024,February,433619,David Long,969,2577,3,3092.4,7731,2024,2,9
Zudio,India,Gujarat,Patna,Men,Jeans,30,403711,Rented,08-09-2022,950,Lisa Walker,M16,"403 Angela Extensions Suite 528 Lake Justinfort, WA 26305",9 AM - 8 PM,4,Available,Alarm,51229,23-03-2024,March,745061,Jasmin Hunt,905,2332,4,3731.2,9328,2024,3,23
Zudio,India,West Bengal,Mumbai,Women,Jeans,87,414290,Owned,05-06-2022,1400,Scott Powell,M33,"69918 Jason Trail Lake Sarah, KS 10065",10 AM - 7 PM,11,Not Available,Alarm,21046,25-06-2024,June,694987,Jennifer Richardson,298,1843,6,4423.2,11058,2024,6,25
Zudio,India,Gujarat,Pune,Kids,Hoodies,37,405698,Owned,16-09-2022,1200,Abigail Mooney,M78,"68046 Norris Forks South Mark, ME 18406",10 AM - 9 PM,15,Not Available,,54702,23-09-2024,September,910284,Sandra Snow,999,661,2,528.8,1322,2024,9,23
Zudio,India,Tamil Nadu,Jammu,Men,Skirts,19,404163,Owned,29-05-2020,950,Diana Coleman,M63,"PSC 4345, Box 2595 APO AA 88399",9 AM - 8 PM,8,Available,"CCTV, Alarm",15856,03-06-2024,June,728518,Eugene Schmidt,702,1181,8,3779.2,9448,2024,6,3
Zudio,India,Tamil Nadu,Agra,Women,Hoodies,51,413917,Rented,27-08-2023,1400,Connie Tran,M36,"65401 Gail Underpass Lake April, MS 15189",11 AM - 8 PM,10,Not Available,CCTV,38549,25-08-2024,August,651621,Jordan Harris,948,867,5,1734,4335,2024,8,25
Zudio,India,Gujarat,Goa,Women,Skirts,1,403411,Owned,24-04-2024,950,James Harris,M49,"600 Moran Junction Suite 782 South Alexander, ND 00944",10 AM - 9 PM,9,Available,CCTV,14720,20-01-2024,January,385818,Anthony Larson,586,2791,5,5582,13955,2024,1,20
Zudio,India,Delhi,Varanasi,Kids,Hoodies,95,420971,Rented,17-12-2023,1400,Jeffery Williams,M95,"803 Harrison Street Apt. 928 Sandraport, MS 20315",10 AM - 9 PM,18,Not Available,,32740,21-11-2024,November,860205,Melissa Ruiz,825,1186,2,948.8,2372,2024,11,21
Zudio,India,Maharashtra,Lucknow,Women,Sweaters,60,405626,Owned,21-08-2021,1100,Corey Ryan,M58,"264 Doris Curve New Davidberg, IL 55454",11 AM - 8 PM,13,Available,"CCTV, Alarm",65316,04-09-2024,September,323348,Shelley Ayala,946,2946,2,2356.8,5892,2024,9,4
Zudio,India,Rajasthan,New Delhi,Women,Hoodies,86,403303,Owned,19-01-2022,1400,Joshua Peterson,M4,Unit 2319 Box 1853 DPO AA 65575,10 AM - 9 PM,17,Available,"CCTV, Alarm",34333,10-11-2024,November,775130,Anthony Stevenson,496,788,7,2206.4,5516,2024,11,10
Zudio,India,Uttar Pradesh,Surat,Kids,Shoes,88,406862,Owned,03-01-2020,1100,Maurice Green,M77,"878 Dustin Points Apt. 371 Lisaburgh, AR 39143",10 AM - 7 PM,19,Not Available,,30339,08-03-2024,March,785125,Terry Mason,929,1023,2,818.4,2046,2024,3,8
Zudio,India,Rajasthan,Solapur,Men,Pants,49,437549,Rented,18-05-2022,1300,Christina Little,M9,"3124 Eric Mills Suite 702 Jonesborough, OR 50331",10 AM - 7 PM,12,Not Available,,14484,25-07-2024,July,308711,Joann Hutchinson,903,1989,4,3182.4,7956,2024,7,25
Zudio,India,Maharashtra,Jammu,Women,Hoodies,52,407684,Rented,12-08-2023,950,Christopher Bernard,M74,"77411 Sanders Skyway Santanaport, KY 01627",11 AM - 8 PM,9,Not Available,"CCTV, Alarm",68002,25-08-2024,August,348583,Carol Frank,727,2101,3,2521.2,6303,2024,8,25
Zudio,India,Rajasthan,Hyderabad,Men,Sweaters,26,439086,Rented,06-01-2024,1000,Ryan Pace,M72,"42219 Marie Route Apt. 496 North Christopher, NV 61887",11 AM - 8 PM,15,Available,Alarm,63759,30-11-2024,November,989292,William Cole DVM,239,2677,3,3212.4,8031,2024,11,30
Zudio,India,West Bengal,Kanpur,Women,Skirts,36,418015,Rented,30-12-2021,1400,Joe Castaneda,M17,Unit 1055 Box 6181 DPO AE 41712,10 AM - 7 PM,16,Not Available,Alarm,53290,13-10-2024,October,497388,Nathaniel Anthony,523,2824,4,4518.4,11296,2024,10,13
Zudio,India,Maharashtra,Ranchi,Kids,Jeans,77,406240,Owned,07-07-2022,1100,Daisy Frazier,M52,"68213 Evans Divide Hartmanton, WI 61277",10 AM - 7 PM,17,Not Available,CCTV,85200,06-02-2024,February,561074,Grant Morris,943,1722,1,688.8,1722,2024,2,6
Zudio,India,Maharashtra,Indore,Kids,Tops,56,407064,Owned,23-06-2023,1100,Bryan Green,M78,"7293 Jaime Highway Brownberg, VT 35311",9 AM - 8 PM,19,Not Available,,93997,15-03-2024,March,217834,James Liu,938,707,3,848.4,2121,2024,3,15
Zudio,India,Maharashtra,Surat,Women,Dresses,86,406557,Rented,30-06-2021,1400,Linda Watson,M22,"0343 Walker Court New Stephentown, AR 68631",11 AM - 8 PM,12,Not Available,Alarm,78628,19-03-2024,March,906293,Timothy Byrd,276,2433,8,7785.6,19464,2024,3,19
Zudio,India,Gujarat,Chhattisgarh,Kids,Shirts,99,404419,Rented,07-03-2020,1300,Sharon Boyd,M1,"42564 Gates Causeway Suite 735 North Teresaton, IA 40275",9 AM - 8 PM,16,Not Available,,53333,31-03-2024,March,629847,Lucas Smith,577,730,5,1460,3650,2024,3,31
Zudio,India,Maharashtra,Lucknow,Men,Sweaters,38,418251,Owned,08-08-2022,1200,Colleen Todd,M2,USNV Nash FPO AE 04836,10 AM - 9 PM,14,Available,CCTV,51360,28-08-2024,August,187851,Andrew West,887,1017,3,1220.4,3051,2024,8,28
Zudio,India,Rajasthan,Chhattisgarh,Kids,Hoodies,66,412138,Owned,13-08-2022,1200,Richard Moore,M12,Unit 8335 Box 6921 DPO AE 03480,9 AM - 8 PM,17,Not Available,Alarm,99274,11-02-2024,February,414857,Kayla Lopez,741,2554,4,4086.4,10216,2024,2,11
Zudio,India,Maharashtra,Ahmedabad,Kids,Dresses,76,436102,Rented,29-12-2022,1300,Kristi Torres,M79,"3424 Kevin Cliff Port Melissa, AL 68160",10 AM - 7 PM,7,Not Available,"CCTV, Alarm",96836,02-02-2024,February,619310,Jacqueline Wilson,453,2181,5,4362,10905,2024,2,2
Zudio,India,West Bengal,Bengaluru,Kids,Dresses,92,410868,Rented,28-11-2024,1100,Stephanie Tyler,M2,"65887 Dominguez Estates East Maryport, GA 66653",11 AM - 8 PM,15,Available,,95167,30-08-2024,August,177660,Lori Bryant,898,2499,8,7996.8,19992,2024,8,30
Zudio,India,Rajasthan,Nagpur,Women,Jeans,68,408436,Owned,23-10-2023,1400,Vanessa York,M85,"0023 Brewer Freeway West Erin, SC 09480",11 AM - 8 PM,8,Not Available,"CCTV, Alarm",37739,10-04-2024,April,662833,Michelle Turner,644,1906,8,6099.2,15248,2024,4,10
Zudio,India,Maharashtra,Chennai,Women,Jackets,73,426588,Rented,16-03-2022,1200,Rebecca Brooks,M58,"3486 Hamilton Lock Suite 950 North Loganbury, AZ 23881",9 AM - 8 PM,8,Available,"CCTV, Alarm",43368,27-01-2024,January,314467,Nathaniel Cline,618,2756,7,7716.8,19292,2024,1,27
Zudio,India,Rajasthan,Chandigarh,Kids,Jackets,29,430864,Rented,18-03-2023,950,Julie Mcgee,M81,"828 John Mill West Rebeccahaven, NM 75959",10 AM - 9 PM,9,Not Available,Alarm,49212,09-08-2024,August,160406,Laurie Wells,577,827,3,992.4,2481,2024,8,9
Zudio,India,Tamil Nadu,Chhattisgarh,Women,Jeans,36,431815,Owned,16-08-2021,1300,Susan Foster,M81,"00846 Jennifer Forges South Brett, NY 81225",10 AM - 9 PM,9,Not Available,Alarm,15858,23-03-2024,March,112400,Brett Mcmillan,894,1489,5,2978,7445,2024,3,23
Zudio,India,Uttar Pradesh,Pune,Kids,Tops,65,402057,Rented,18-06-2021,950,Connor Watson,M56,"68320 Wood Prairie South Joseph, NV 81630",9 AM - 8 PM,15,Available,CCTV,94656,19-10-2024,October,631115,Peter Terry,422,751,1,300.4,751,2024,10,19
Zudio,India,Maharashtra,New Delhi,Men,Pants,85,419762,Rented,03-02-2020,1300,Joseph Perez,M45,"8170 Harold Extensions Shawnland, TN 26836",11 AM - 8 PM,6,Available,Alarm,22666,05-04-2024,April,309145,Carl Carrillo,901,1610,5,3220,8050,2024,4,5
Zudio,India,Rajasthan,Chandigarh,Men,Shoes,10,438384,Owned,12-02-2022,1200,Robin Cardenas,M49,"8579 Garcia Parks Edwardschester, ME 75680",11 AM - 8 PM,17,Available,,29666,10-03-2024,March,276791,Michael Mitchell,644,1697,6,4072.8,10182,2024,3,10
Zudio,India,Delhi,Coimbatore,Kids,Jeans,100,409596,Rented,12-07-2024,1100,Andrew Williams,M98,"3099 Chung Green Dannyport, WA 89821",9 AM - 8 PM,4,Available,,82007,01-05-2024,May,191391,Michael Jones,463,2406,2,1924.8,4812,2024,5,1
Zudio,India,West Bengal,Hyderabad,Women,Hoodies,13,439578,Rented,09-02-2023,1300,Katherine Wood,M71,"41870 Wilson Rest North Ryan, NC 15584",10 AM - 9 PM,4,Available,CCTV,55956,31-05-2024,May,318122,Amy Harrison,619,1925,5,3850,9625,2024,5,31
Zudio,India,Uttar Pradesh,Agra,Men,Jeans,44,412302,Rented,10-01-2023,1000,Amber Young,M59,"45783 Melissa Keys Apt. 559 Jacksontown, NV 73767",11 AM - 8 PM,9,Available,"CCTV, Alarm",99177,20-01-2024,January,102485,Brandi Ewing,740,1676,6,4022.4,10056,2024,1,20
Zudio,India,Delhi,Kochi,Women,Skirts,49,407842,Owned,23-08-2023,1300,Brenda Johnson,M77,"656 Janet Ports New Shellyborough, NE 70678",10 AM - 7 PM,10,Available,CCTV,45242,07-06-2024,June,266904,Ashley Glover,714,1166,4,1865.6,4664,2024,6,7
Zudio,India,Tamil Nadu,Bengaluru,Women,Skirts,16,414294,Owned,06-06-2023,950,William Marshall,M76,"788 Luis Stream Apt. 174 Valerieberg, WY 41659",11 AM - 8 PM,9,Available,,96430,02-12-2024,December,285366,Nina George,532,2994,1,1197.6,2994,2024,12,2
Zudio,India,Rajasthan,Lucknow,Men,Dresses,42,428596,Rented,23-10-2020,1200,Kelly Francis,M37,"796 Justin Mountains Suite 148 South Robertbury, AR 20943",10 AM - 7 PM,4,Not Available,"CCTV, Alarm",40789,26-02-2024,February,687436,Jessica Morse,866,2590,6,6216,15540,2024,2,26
Zudio,India,Karnataka,Bhopal,Women,Hoodies,24,415845,Rented,05-12-2020,1100,Kristen Wade,M75,"2514 Cain Springs Michaelville, SC 72877",9 AM - 8 PM,17,Not Available,CCTV,27799,26-05-2024,May,100430,Breanna Rodriguez,606,2833,5,5666,14165,2024,5,26
Zudio,India,Karnataka,Chhattisgarh,Men,Pants,9,411664,Owned,16-02-2021,1300,Christine Anderson,M92,"514 Zachary Knoll Apt. 044 Valerieville, RI 61528",9 AM - 8 PM,11,Available,,38937,20-10-2024,October,273276,Ashley Chung,307,1459,2,1167.2,2918,2024,10,20
Zudio,India,Tamil Nadu,Solapur,Women,Shoes,26,419968,Owned,06-01-2024,1400,Kristy Flores,M73,"39382 Tran Path West Ruthville, NH 77271",9 AM - 8 PM,6,Not Available,"CCTV, Alarm",23610,22-06-2024,June,922607,John Le,723,1202,3,1442.4,3606,2024,6,22
Zudio,India,Gujarat,Noida,Kids,Pants,49,414895,Owned,05-01-2021,1300,Deborah Miller,M85,"01389 Xavier Mall Port Danaview, NV 05499",10 AM - 9 PM,18,Not Available,,48261,28-05-2024,May,161068,Brittany Schultz,837,2431,6,5834.4,14586,2024,5,28
Zudio,India,Tamil Nadu,Jaipur,Kids,Pants,95,403809,Owned,12-08-2024,1400,Jennifer Adams,M13,"107 Anderson Keys Apt. 856 West Scott, KY 47815",9 AM - 8 PM,19,Available,,89776,09-05-2024,May,472196,George Thompson,585,1202,6,2884.8,7212,2024,5,9
Zudio,India,Karnataka,Vadodara,Kids,Shoes,80,404269,Owned,15-07-2021,1400,Eric Meyer,M18,Unit 9647 Box 8806 DPO AE 40846,10 AM - 9 PM,16,Not Available,Alarm,55533,26-04-2024,April,949123,Michael Jackson,424,2415,2,1932,4830,2024,4,26
Zudio,India,Maharashtra,Meerut,Kids,Skirts,16,433355,Rented,07-05-2021,950,Anthony Burke,M24,"989 Haas Ville Apt. 189 Christophershire, CA 17617",9 AM - 8 PM,8,Not Available,CCTV,84569,20-10-2024,October,765192,Matthew Rios,992,2941,7,8234.8,20587,2024,10,20
Zudio,India,Delhi,Madurai,Kids,Jackets,37,406796,Owned,14-08-2022,1300,Patricia Walsh,M88,"506 Beth Glen Apt. 756 Phillipsbury, LA 91235",10 AM - 7 PM,4,Available,Alarm,65182,16-01-2024,January,189915,Matthew Smith DVM,545,2503,8,8009.6,20024,2024,1,16
Zudio,India,Gujarat,Indore,Men,Tops,3,410520,Owned,05-06-2021,800,Erica Wright,M84,"8418 Calderon Mills Lake Stephanieberg, IA 50662",9 AM - 8 PM,18,Not Available,,67523,31-03-2024,March,567325,Matthew Colon,669,2450,2,1960,4900,2024,3,31
Zudio,India,Uttar Pradesh,Rajkot,Men,T-shirts,49,431457,Owned,18-04-2023,1100,Leslie Abbott,M85,"PSC 3039, Box 7113 APO AP 68456",10 AM - 7 PM,7,Available,,19670,19-01-2024,January,975969,Amber Mcfarland,255,1443,8,4617.6,11544,2024,1,19
Zudio,India,Karnataka,Faridabad,Women,T-shirts,99,414898,Owned,06-03-2020,1200,Natalie Hood,M4,"86718 Garcia Inlet North Crystal, AL 72269",11 AM - 8 PM,8,Not Available,CCTV,87405,31-01-2024,January,966079,Bonnie Fernandez,882,654,8,2092.8,5232,2024,1,31
Zudio,India,West Bengal,Kanpur,Men,Pants,95,417776,Rented,01-08-2020,1000,Russell Moore,M18,"385 Adam View Johnsonshire, KY 63637",11 AM - 8 PM,3,Not Available,,74651,18-01-2024,January,667164,Cynthia Dickson,479,2728,2,2182.4,5456,2024,1,18
Zudio,India,Delhi,Jammu,Kids,Hoodies,85,414399,Owned,31-03-2021,1100,Donald Bautista,M87,"039 Ortiz Union Apt. 026 South Megan, NY 82239",10 AM - 7 PM,4,Not Available,"CCTV, Alarm",98825,01-01-2024,January,307821,Tyler Maldonado,388,1716,8,5491.2,13728,2024,1,1
Zudio,India,Uttar Pradesh,Goa,Kids,Skirts,94,426103,Rented,29-03-2024,1400,Kristen Walsh,M24,"18163 Deborah Mount Suite 944 Tylerville, AK 45495",11 AM - 8 PM,10,Not Available,,98928,28-02-2024,February,148252,Anthony Crane,312,906,1,362.4,906,2024,2,28
Zudio,India,West Bengal,Jalna,Women,Hoodies,66,411719,Rented,13-07-2021,1400,Terri Thompson,M30,Unit 3137 Box 8856 DPO AA 00934,10 AM - 7 PM,16,Not Available,,81615,01-07-2024,July,195420,Jennifer Martin,381,2863,2,2290.4,5726,2024,7,1
Zudio,India,Uttar Pradesh,Ranchi,Men,Pants,79,439413,Rented,27-06-2021,800,Michael Gonzalez,M40,"24683 Sharon Point Lake Peterville, VT 77894",11 AM - 8 PM,13,Not Available,CCTV,60161,02-08-2024,August,606872,James Gomez,802,2654,3,3184.8,7962,2024,8,2
Zudio,India,Maharashtra,Pondicherry,Women,Jeans,13,438164,Owned,05-01-2022,1300,Emily Clay,M35,"0905 Todd Heights Apt. 879 South Jillian, SD 75034",9 AM - 8 PM,19,Available,"CCTV, Alarm",28402,06-09-2024,September,756860,Nathan Simpson,662,1911,5,3822,9555,2024,9,6
Zudio,India,Karnataka,Varanasi,Women,Skirts,8,427511,Owned,08-06-2020,1400,Charles Gonzalez,M17,"285 Jones Forks Wardtown, MO 42823",10 AM - 9 PM,18,Not Available,,15959,18-03-2024,March,147191,Charlene Garcia,832,2859,1,1143.6,2859,2024,3,18
Zudio,India,Rajasthan,Vadodara,Kids,Dresses,7,419352,Owned,31-01-2024,1300,Mary Bennett,M69,"51448 Garcia Ford Apt. 050 West Christieton, ID 22996",11 AM - 8 PM,14,Not Available,"CCTV, Alarm",22497,26-01-2024,January,561496,Christian Pruitt,447,1465,6,3516,8790,2024,1,26
Zudio,India,West Bengal,Chennai,Men,Jeans,53,434368,Rented,31-05-2021,1000,Mr. Justin Hall,M89,"557 Isaac Circle West Stephen, LA 76246",10 AM - 9 PM,8,Available,CCTV,27069,15-10-2024,October,883854,Richard Price,287,2614,1,1045.6,2614,2024,10,15
Zudio,India,Uttar Pradesh,Chandigarh,Kids,Jeans,69,439172,Rented,14-09-2020,800,Norman Love,M78,"6952 Hale Avenue Suite 283 South Stephanie, AL 18656",11 AM - 8 PM,11,Not Available,"CCTV, Alarm",89642,08-03-2024,March,177022,Michael Dixon,826,594,7,1663.2,4158,2024,3,8
Zudio,India,Delhi,Jaipur,Women,Dresses,71,427278,Owned,08-10-2020,1000,Aaron Ruiz,M86,"709 Wade Views Lake Patrickside, VT 36749",9 AM - 8 PM,15,Available,Alarm,86355,09-06-2024,June,748185,Tyler Reyes,453,2189,2,1751.2,4378,2024,6,9
Zudio,India,Gujarat,Pune,Men,Shoes,60,432698,Rented,01-10-2022,1200,Nathan Stone,M11,"446 Kelley Dale Apt. 265 West Dianaport, ID 84165",10 AM - 9 PM,20,Not Available,CCTV,78406,18-09-2024,September,128440,Christopher Williamson,651,2612,1,1044.8,2612,2024,9,18
Zudio,India,Gujarat,Ranchi,Kids,Sweaters,25,439173,Rented,27-08-2023,800,Courtney Savage,M23,"735 Rachel Center New Miranda, NC 99933",10 AM - 9 PM,16,Not Available,CCTV,81400,30-04-2024,April,903842,Wanda Glenn,292,1196,6,2870.4,7176,2024,4,30
Zudio,India,Tamil Nadu,Meerut,Women,Shirts,32,434289,Rented,10-06-2022,1000,Dr. Robert Smith Jr.,M84,Unit 5270 Box 4515 DPO AA 70728,9 AM - 8 PM,14,Not Available,,22594,20-04-2024,April,592432,Donald Banks,381,1467,6,3520.8,8802,2024,4,20
Zudio,India,West Bengal,Guwahati,Kids,Jackets,40,435264,Rented,07-10-2023,800,Colin Hester,M23,"071 Watson Roads Apt. 875 East Mikaylafurt, MA 70228",10 AM - 7 PM,3,Not Available,,82748,19-05-2024,May,253871,Bonnie Smith,294,899,4,1438.4,3596,2024,5,19
Zudio,India,Tamil Nadu,Goa,Women,Sweaters,13,420891,Rented,25-02-2023,800,Robert Stone MD,M15,"538 Vernon Field New Steven, AR 49542",10 AM - 9 PM,7,Available,Alarm,39243,15-07-2024,July,607423,Michelle Stewart,973,972,8,3110.4,7776,2024,7,15
Zudio,India,Gujarat,Rajkot,Men,Dresses,98,430192,Owned,23-01-2020,800,Brian Hernandez,M46,"9814 Lisa Knoll Suite 441 Lake Taylorburgh, CA 45972",10 AM - 9 PM,6,Not Available,"CCTV, Alarm",53005,20-02-2024,February,782203,Melissa Sanders,597,2085,3,2502,6255,2024,2,20
Zudio,India,Uttar Pradesh,Rajkot,Men,Sweaters,63,439243,Rented,04-03-2021,950,Matthew Hale,M20,"880 Day Grove Gregoryborough, DE 83283",10 AM - 9 PM,10,Available,"CCTV, Alarm",93791,11-09-2024,September,247432,Cameron Johnston,855,2734,8,8748.8,21872,2024,9,11
Zudio,India,Delhi,Chhattisgarh,Women,T-shirts,70,409754,Rented,20-06-2020,1300,Adam Brown,M50,"7614 Daniel Prairie Burgesston, DC 53956",9 AM - 8 PM,5,Available,Alarm,78208,04-10-2024,October,365143,Alicia Chan,629,2083,6,4999.2,12498,2024,10,4
Zudio,India,Tamil Nadu,Jalna,Kids,Tops,45,428428,Rented,15-10-2020,1000,Zachary Taylor,M1,"8508 Garner Trace Apt. 582 Reynoldsside, DE 88046",10 AM - 9 PM,7,Available,Alarm,14150,22-08-2024,August,399509,Kimberly Nicholson,630,1673,4,2676.8,6692,2024,8,22
