Store,Country,State,City,Category,Clothing Type,Store Number,Postal Code,Store Type,Store Open Date,Selling Area Size (sq ft),Store Manager,Manager ID,Store Address,Contact Information,Operating Hours,Staff Count,Parking Availability,Security Features,Order ID,Order Date,Month,Customer ID,Customer Name,Product ID,Price,Quantity,Sales Profit
Zudio,India,West Bengal,Ahmedabad,Women,Dresses,22,416654,Owned,2020-11-25,800,Tracey Howell,M84,"42064 Barton Garden Phelpsside, UT 41407",(363)809-5822x80462,11 AM - 8 PM,9,Available,CCTV,18864,2024-02-03,February,146022,Mr. Alexander Santiago,638,2148,5,4296.0
Zudio,India,Delhi,Chandigarh,Men,Pants,85,402116,Owned,2020-07-19,1200,Stephanie Brown,M13,"4452 Jessica Shores Port Melanie, AZ 92017",001-516-618-3707x51379,11 AM - 8 PM,19,Not Available,Alarm,27735,2024-11-26,November,481020,Joshua Murphy,575,2742,1,1096.8
Zudio,India,Uttar Pradesh,Mysuru,Men,Tops,71,400136,Owned,2020-03-26,1100,Cynthia Roberts,M87,"053 Lee Locks Ryanville, AR 89718",828-108-2479x75319,10 AM - 9 PM,19,Not Available,"CCTV, Alarm",45788,2024-02-22,February,459412,Michelle Orozco,782,2188,4,3500.8
Zudio,India,Gujarat,Madurai,Men,Shoes,41,423117,Owned,2023-08-11,1200,Crystal Edwards,M8,"25485 Gonzalez Fall South Aaronfort, KY 21898",001-400-274-9577,11 AM - 8 PM,14,Available,CCTV,22538,2024-11-16,November,126337,John Freeman,861,897,2,717.6
Zudio,India,Maharashtra,Pondicherry,Kids,T-shirts,46,437491,Rented,2023-06-11,950,Andrew Morris,M36,"40759 Curry Port Turnerton, HI 72844",001-203-236-4771x263,11 AM - 8 PM,14,Not Available,"CCTV, Alarm",98193,2024-09-20,September,302898,Austin Anthony,818,1372,3,1646.4
Zudio,India,Tamil Nadu,Kochi,Women,Jeans,85,418081,Rented,2023-10-04,950,Kevin Martin,M87,"71889 Phillip Mount Port Amy, NY 02881",617-212-9595x98957,10 AM - 9 PM,4,Not Available,Alarm,43190,2024-04-20,April,500650,Cesar Allen,539,1513,7,4236.400000000001
Zudio,India,Rajasthan,Patna,Women,Shirts,29,436372,Rented,2021-04-03,950,Lydia Howard,M50,"9530 Jennifer Road Donaldmouth, AR 70767",433.798.0634,10 AM - 7 PM,16,Available,Alarm,17172,2024-11-12,November,201494,Michael Woodward,759,2218,1,887.2
Zudio,India,Karnataka,Agra,Kids,T-shirts,77,406075,Rented,2021-11-12,1000,David Good,M50,"18379 Juarez Square Suite 302 East Joel, AZ 27798",(996)306-4792x6415,9 AM - 8 PM,7,Not Available,None,14040,2024-10-07,October,113138,Sarah Torres,821,2319,6,5565.6
Zudio,India,Maharashtra,Indore,Kids,Shirts,18,436467,Rented,2023-01-06,1200,Lisa Baker,M80,"851 Jennifer Streets Devinside, FL 92829",001-121-280-5684x84014,11 AM - 8 PM,19,Not Available,"CCTV, Alarm",46677,2024-01-21,January,946736,Yolanda Guzman,483,2114,5,4228.0
Zudio,India,Delhi,Pondicherry,Men,Dresses,18,418024,Owned,2024-02-26,1100,Marie Kennedy,M34,"17661 Christina Tunnel Garciabury, KS 49040",253-614-6261x64824,9 AM - 8 PM,19,Available,Alarm,64183,2024-06-22,June,862616,Justin Glover,654,2250,5,4500.0
Zudio,India,Tamil Nadu,Kolhapur,Kids,Pants,61,417144,Owned,2020-12-06,1300,David Dixon,M72,"89372 Jose Islands North Ashley, OR 13227",(833)758-8444x14332,10 AM - 9 PM,7,Not Available,CCTV,87984,2024-04-06,April,136447,Allison Long,367,2673,2,2138.4
Zudio,India,Tamil Nadu,Pondicherry,Men,Tops,95,424350,Owned,2024-10-03,1200,Jeffrey Torres,M96,"9121 Bobby Via Apt. 936 New Rebeccahaven, MT 86635",771.733.5464,10 AM - 9 PM,19,Available,None,20708,2024-07-07,July,389340,David Jones PhD,513,1248,5,2496.0
Zudio,India,West Bengal,Madurai,Men,Jackets,44,420235,Rented,2020-03-04,1400,Donna Garcia,M72,"49650 Meredith Ramp Apt. 539 North Paul, VT 72184",049.325.0314x472,10 AM - 7 PM,15,Available,"CCTV, Alarm",19356,2024-03-04,March,447352,Andrea Lawrence,434,2595,3,3114.0
Zudio,India,Uttar Pradesh,Solapur,Women,Skirts,30,432072,Rented,2021-12-13,1100,Laura Bruce,M17,"40435 Tyler Ports Apt. 236 South Michael, AL 16511",9504252800,9 AM - 8 PM,16,Not Available,Alarm,59681,2024-08-07,August,756180,Frank Hodges DDS,936,2269,7,6353.200000000001
Zudio,India,Karnataka,Meerut,Kids,Shoes,12,407796,Owned,2024-08-26,1100,Travis Jarvis,M23,"8120 Veronica Ville Apt. 674 Anneland, MO 56307",(464)786-4514x9015,10 AM - 7 PM,20,Available,CCTV,74279,2024-08-26,August,895352,Melissa Hawkins,434,2254,2,1803.2
Zudio,India,Uttar Pradesh,Solapur,Women,Hoodies,57,404070,Owned,2024-08-20,1100,David Mendez,M73,"76296 Tammy Extension Lake Anthony, SC 33229",3259013991,11 AM - 8 PM,10,Available,None,26407,2024-10-09,October,604848,Sergio Davis,607,1418,3,1701.6000000000001
Zudio,India,Delhi,Chhattisgarh,Women,Dresses,51,436362,Owned,2022-12-15,1100,Cindy King,M15,"63186 Keith Springs New John, DE 67831",+1-645-198-5267,10 AM - 9 PM,4,Not Available,Alarm,65378,2024-11-23,November,763005,Michelle Jacobs,397,1731,6,4154.400000000001
Zudio,India,Karnataka,Rajkot,Men,Tops,16,433794,Rented,2021-06-07,950,Makayla Pace,M65,"1447 Hernandez Prairie Fowlerburgh, NJ 43016",(625)925-1858x938,10 AM - 9 PM,13,Not Available,"CCTV, Alarm",84293,2024-11-03,November,579303,Annette Horne,859,1689,4,2702.4
Zudio,India,Maharashtra,Chhattisgarh,Men,Skirts,16,436999,Owned,2021-04-02,1000,Heather Davis,M3,"739 Hansen River East Lucasport, AZ 55081",966-341-6257x2650,9 AM - 8 PM,7,Not Available,CCTV,89921,2024-08-11,August,378314,Walter Best,292,1792,6,4300.8
Zudio,India,Rajasthan,New Delhi,Women,Dresses,31,432203,Rented,2020-07-28,1100,Zachary Calhoun,M6,"PSC 6221, Box 9115 APO AE 23036",286.003.2113x3324,10 AM - 7 PM,11,Not Available,Alarm,55193,2024-11-11,November,448949,Eric Mack,612,2667,1,1066.8
Zudio,India,Rajasthan,Satara,Women,Shoes,35,418174,Owned,2024-09-30,800,Jesse Brown,M9,"6542 Ralph Squares Onealport, FL 91873",(120)058-7098x439,11 AM - 8 PM,8,Available,None,29503,2024-11-09,November,267997,Marie Mcconnell,215,781,1,312.40000000000003
Zudio,India,Tamil Nadu,Thane,Men,Jackets,44,405523,Rented,2021-10-09,1300,Kevin Oliver,M25,"908 Ernest Extension North Sherylbury, KY 84691",(847)850-2084x067,9 AM - 8 PM,11,Not Available,CCTV,97874,2024-06-14,June,326211,Stephanie Fox,527,1312,7,3673.6000000000004
Zudio,India,Gujarat,Chhattisgarh,Kids,Shirts,56,437609,Owned,2021-06-21,800,Isabel Mcneil,M3,"3771 Anthony Track West Terri, AK 54992",001-032-063-0961x9022,10 AM - 9 PM,19,Available,None,33486,2024-04-06,April,951883,Steven Torres,643,2848,1,1139.2
Zudio,India,Maharashtra,Kanpur,Kids,T-shirts,23,425854,Rented,2022-03-28,1200,Sarah Marshall,M9,"221 Suarez Island Apt. 261 Edwardston, MN 84515",+1-524-141-4672x9829,10 AM - 7 PM,5,Available,None,14818,2024-01-09,January,776356,Debra Clarke,448,2820,2,2256.0
Zudio,India,Maharashtra,Bengaluru,Kids,Hoodies,68,418819,Owned,2020-10-18,1100,Larry Benitez,M33,"22126 Clark Mission Suite 018 Johnsonmouth, NE 80972",924.580.3579x054,10 AM - 7 PM,10,Not Available,CCTV,34894,2024-06-15,June,310741,Amy Wallace,990,2719,1,1087.6000000000001
Zudio,India,Uttar Pradesh,Lucknow,Men,Shoes,85,415782,Owned,2021-08-18,1400,Joshua Porter,M36,"021 Jose Road Suite 494 East Robertmouth, DE 26754",122-531-9292x92799,10 AM - 7 PM,5,Available,CCTV,85707,2024-01-03,January,696405,Heidi Chavez,655,2128,3,2553.6000000000004
Zudio,India,Tamil Nadu,Pondicherry,Women,Shoes,21,413278,Rented,2020-01-29,1400,Heather Kerr,M7,"9095 Shawn Estate Apt. 615 West Marychester, SD 00863",1665157638,10 AM - 7 PM,9,Not Available,CCTV,46822,2024-07-01,July,456539,Gabriela Howard,239,2082,2,1665.6000000000001
Zudio,India,Delhi,Jalna,Women,Tops,57,434400,Rented,2020-01-16,800,Tracy Butler,M54,"67108 Erica Mills Lake Nathan, VT 70462",001-653-920-5748x083,10 AM - 9 PM,20,Not Available,"CCTV, Alarm",55624,2024-05-21,May,246734,Benjamin George,286,956,3,1147.2
Zudio,India,Karnataka,Mysuru,Women,Dresses,2,417478,Owned,2021-07-16,1000,Christopher Price,M49,"23886 Berry Spurs Kellyburgh, SC 88785",871-680-5269,9 AM - 8 PM,4,Not Available,CCTV,57191,2024-06-19,June,625057,Suzanne Wallace,410,1661,3,1993.2
Zudio,India,Delhi,Nashik,Men,Pants,50,426687,Rented,2020-11-15,1000,Frank Jackson,M46,"602 Sheryl Corner West Sarah, NH 78537",001-668-945-5399x9987,11 AM - 8 PM,8,Available,"CCTV, Alarm",51743,2024-05-01,May,372266,Erica Weber,418,1160,6,2784.0
Zudio,India,Rajasthan,Agra,Men,Hoodies,58,439447,Rented,2022-12-07,950,Rebecca Roberts,M32,"2686 Kyle Row North Jimmyhaven, KY 42824",+1-738-936-3122x761,10 AM - 9 PM,8,Available,CCTV,82155,2024-10-26,October,491781,Steve Young,682,1978,1,791.2
Zudio,India,Gujarat,Faridabad,Men,T-shirts,18,438660,Owned,2021-12-06,1100,Kenneth Vincent,M76,"053 Donovan Gardens Apt. 462 Petersmouth, RI 72165",001-730-472-1206x54851,10 AM - 9 PM,4,Not Available,"CCTV, Alarm",55637,2024-02-25,February,238652,Robert Davis,748,1164,2,931.2
Zudio,India,West Bengal,Jaipur,Women,Shoes,32,433102,Rented,2021-05-28,950,Brandy Lewis,M75,"710 Mcmahon Squares Apt. 849 Phelpsview, WV 41971",(680)023-6833,10 AM - 7 PM,12,Not Available,Alarm,49469,2024-11-01,November,691141,Stephanie Chavez,968,1743,1,697.2
Zudio,India,Rajasthan,Indore,Women,Jackets,29,400495,Rented,2021-01-12,1300,Stacey Gonzalez,M86,"9155 Johnson Circles Lynchchester, WI 02577",(651)047-6777x02241,11 AM - 8 PM,3,Not Available,None,60322,2024-08-15,August,848459,Crystal Collins,954,595,1,238.0
Zudio,India,Delhi,Faridabad,Women,T-shirts,20,431185,Rented,2021-06-04,950,Chad Snow,M87,"465 Ashley Shores Suite 054 Ryanborough, NV 83418",(072)590-2985,10 AM - 9 PM,7,Available,CCTV,44086,2024-06-06,June,243441,Carla Rodriguez,720,1644,4,2630.4
Zudio,India,Rajasthan,Solapur,Women,Sweaters,26,407025,Owned,2024-10-23,950,Michael Taylor,M91,"1143 Richard Green Courtneyburgh, TN 24670",+1-940-026-1719x716,9 AM - 8 PM,5,Available,None,99878,2024-10-09,October,268234,Jessica Rodriguez,443,1486,1,594.4
Zudio,India,Rajasthan,Goa,Women,Shirts,54,410357,Owned,2021-02-05,1100,Tracy Nunez PhD,M87,"581 Marquez Ridges Apt. 317 East Colton, NV 28760",+1-809-927-8887x5674,11 AM - 8 PM,20,Available,Alarm,58515,2024-04-29,April,598430,Amanda Villarreal,332,1749,8,5596.8
Zudio,India,Rajasthan,Chandigarh,Women,Hoodies,93,404651,Owned,2021-02-05,800,Shannon Campbell,M85,Unit 9421 Box 2671 DPO AP 88984,611.433.4732,10 AM - 7 PM,15,Not Available,"CCTV, Alarm",81116,2024-09-25,September,322125,Robert Manning,535,2194,2,1755.2
Zudio,India,Delhi,Nashik,Kids,Dresses,31,410880,Rented,2021-06-24,1100,Krystal Mcknight,M21,USNV Anderson FPO AA 59022,128-151-8195x6622,9 AM - 8 PM,7,Available,"CCTV, Alarm",88587,2024-03-04,March,922839,Amanda Perkins,430,2442,1,976.8000000000001
Zudio,India,West Bengal,Pondicherry,Women,Sweaters,8,417041,Rented,2022-01-05,1300,Timothy Charles,M6,"084 Harris Wall Apt. 629 West Marioport, NC 49554",001-636-579-9736,10 AM - 9 PM,8,Available,Alarm,77220,2024-04-26,April,911372,James Schwartz,919,2358,6,5659.200000000001
Zudio,India,Tamil Nadu,Satara,Men,Skirts,13,437249,Owned,2022-11-22,950,George Nguyen,M69,Unit 8190 Box 0221 DPO AP 13514,(442)224-4002x89552,9 AM - 8 PM,17,Not Available,"CCTV, Alarm",25331,2024-03-18,March,767389,Joseph Copeland,269,757,3,908.4000000000001
Zudio,India,Karnataka,Lucknow,Women,Hoodies,35,401580,Rented,2024-10-06,1400,Laura Kelley,M37,"805 Shaw Street Wilsonfurt, OR 06530",930.108.2062,10 AM - 9 PM,16,Not Available,CCTV,71044,2024-01-28,January,349716,Matthew Anderson,447,1194,8,3820.8
Zudio,India,Karnataka,Jalna,Women,Skirts,5,429582,Owned,2022-12-23,1200,Sandra Torres,M53,"2778 Rachel Coves Joannemouth, NJ 70114",1897568711,10 AM - 7 PM,13,Available,CCTV,15036,2024-11-17,November,123623,Lisa Hart,231,652,4,1043.2
Zudio,India,Rajasthan,Ranchi,Kids,Hoodies,76,420961,Rented,2020-05-08,1300,Laurie Edwards,M24,"0400 Scott Fall West Kimberlymouth, MI 29795",(159)112-1068,10 AM - 7 PM,11,Not Available,CCTV,76073,2024-11-23,November,146535,Samuel Torres,991,2625,4,4200.0
Zudio,India,Gujarat,Pune,Kids,Tops,46,428783,Owned,2022-12-20,1100,Michael Reed,M44,"905 Darius Land Apt. 556 West Kimberly, NH 48487",576-922-0829x3781,11 AM - 8 PM,12,Available,Alarm,18449,2024-06-29,June,244776,Heather Webb,305,2374,1,949.6
Zudio,India,Delhi,Chennai,Kids,Skirts,56,404024,Rented,2022-09-28,1400,Katherine Farley,M74,"180 Mitchell Tunnel Garciafort, CO 92344",001-089-979-5486x93868,10 AM - 7 PM,16,Not Available,None,69019,2024-08-13,August,189930,Sarah Johnson,404,556,1,222.4
Zudio,India,Delhi,Indore,Kids,Tops,19,432919,Rented,2020-11-19,1400,Joseph Butler,M23,"483 Timothy Stream Robertfurt, AL 57782",(412)293-9095x7770,11 AM - 8 PM,18,Not Available,None,82352,2024-01-24,January,734572,Philip Stewart,645,1381,7,3866.8
Zudio,India,Delhi,Nashik,Women,Shoes,5,407535,Rented,2024-03-26,800,Raymond Schmitt,M72,"9803 Hines View Lake Christinetown, WY 81423",+1-926-565-4035x0848,9 AM - 8 PM,8,Not Available,CCTV,31281,2024-08-03,August,705775,Jason Watts,377,2229,7,6241.200000000001
Zudio,India,Tamil Nadu,Satara,Women,T-shirts,58,429330,Rented,2020-03-23,1000,Brian Parker,M96,Unit 5934 Box 5964 DPO AE 07616,(537)594-6062x57723,10 AM - 7 PM,9,Available,CCTV,33183,2024-03-26,March,940285,Jordan Hernandez,250,2087,1,834.8000000000001
Zudio,India,Gujarat,Lucknow,Kids,Shirts,57,427385,Rented,2023-11-07,800,Trevor Clements,M50,"65555 Ashley Loaf Apt. 807 East Daniel, UT 48377",001-228-202-1264,9 AM - 8 PM,11,Not Available,Alarm,55017,2024-08-14,August,252002,Richard French,931,1661,5,3322.0
Zudio,India,Karnataka,Nashik,Men,Tops,61,429921,Rented,2020-03-14,1100,Michael Lee,M1,"62467 Alexandra Lake Suite 179 Danielleside, WA 98966",(943)361-9207,11 AM - 8 PM,9,Available,None,28773,2024-07-24,July,586780,Jodi Huff,460,1848,3,2217.6
Zudio,India,Karnataka,New Delhi,Kids,Pants,33,405387,Owned,2024-06-29,1400,Mary Turner,M20,"0209 Barry Point Suite 658 Port Tanner, HI 13047",112.936.9950,10 AM - 7 PM,6,Available,"CCTV, Alarm",47581,2024-06-25,June,774995,Bianca Martin,215,998,3,1197.6000000000001
Zudio,India,Delhi,Goa,Men,Shoes,94,415590,Rented,2024-07-06,950,Travis Sanford,M79,Unit 2629 Box 3112 DPO AE 86166,757.025.6872x459,10 AM - 9 PM,12,Available,"CCTV, Alarm",68877,2024-02-09,February,240588,Renee Price,952,1213,3,1455.6000000000001
Zudio,India,Delhi,Agra,Men,Tops,72,412765,Owned,2023-12-26,800,Dawn Ruiz,M44,"1584 Patrick Island Rebeccaville, WA 75048",635.597.1233x41931,9 AM - 8 PM,20,Not Available,None,74010,2024-08-19,August,894245,Casey Davis,774,1286,6,3086.4
Zudio,India,West Bengal,Chhattisgarh,Kids,Jeans,19,406787,Owned,2022-06-24,1200,Lucas Walker,M22,"874 Shelton Ways Apt. 037 Brittneychester, NE 62951",(530)180-3042,9 AM - 8 PM,3,Available,CCTV,22131,2024-01-19,January,178297,Lisa Bell,584,1321,8,4227.2
Zudio,India,Delhi,Lucknow,Women,Pants,68,433892,Owned,2021-09-29,1000,Zachary Adams,M82,"28644 Sean Ford Suite 878 Samanthaside, OR 04859",(346)865-8389,10 AM - 7 PM,20,Not Available,None,13075,2024-04-11,April,114936,Danielle Sanders,512,1617,6,3880.8
Zudio,India,Karnataka,Nashik,Men,Shirts,43,414550,Rented,2024-04-10,1200,Amber Weber,M35,"293 Vincent Forks Apt. 698 Lindseyburgh, CO 77708",001-992-678-4624x3267,9 AM - 8 PM,14,Available,None,12457,2024-08-22,August,141050,Christopher Willis,603,1419,2,1135.2
Zudio,India,Gujarat,Noida,Kids,Jeans,58,426537,Owned,2024-01-29,1000,Ruth Robertson,M54,"1504 Michael Mission Apt. 229 Wilsonburgh, IA 10520",001-185-079-6762x50628,9 AM - 8 PM,6,Available,"CCTV, Alarm",83875,2024-03-08,March,495781,Daniel Zhang,985,1459,6,3501.6000000000004
Zudio,India,Maharashtra,Kanpur,Men,Jackets,6,439657,Owned,2021-05-04,1000,Bob Farley,M58,"503 Lester Trafficway Suite 807 East Jonathan, FL 94538",(633)146-6128x9000,11 AM - 8 PM,10,Available,Alarm,44749,2024-05-12,May,481215,David Schmidt,974,2227,8,7126.400000000001
Zudio,India,Karnataka,Chennai,Women,Dresses,85,419774,Owned,2020-01-10,1000,Brent Conner,M97,"2335 Tami Creek Apt. 742 New Alice, NY 25666",(864)261-4703,10 AM - 9 PM,10,Available,None,85399,2024-04-24,April,897349,Brendan Bates,784,2464,6,5913.6
Zudio,India,Uttar Pradesh,Ranchi,Men,Shirts,72,414544,Owned,2023-10-09,1000,Gabrielle Lewis,M34,"5318 Thompson Park East Cindystad, ME 31737",5204602883,11 AM - 8 PM,3,Available,CCTV,69777,2024-06-25,June,753273,Tyler Brock,551,971,4,1553.6000000000001
Zudio,India,West Bengal,Bengaluru,Women,Skirts,87,403084,Rented,2020-03-18,1000,Eric Sanders DDS,M70,"5593 Alex Plaza Apt. 440 East Shawn, NM 11706",001-749-336-3756x27770,11 AM - 8 PM,14,Available,Alarm,40044,2024-04-08,April,301867,Joan Watson,631,2782,4,4451.2
Zudio,India,Rajasthan,Nashik,Women,Shirts,14,421432,Owned,2021-01-26,1100,Robert Sanchez,M44,"1660 Sanders Mill Apt. 969 West Gregoryhaven, NY 29707",001-372-887-4263x281,11 AM - 8 PM,15,Not Available,"CCTV, Alarm",55600,2024-05-12,May,882662,Kelsey Coleman,671,1876,5,3752.0
Zudio,India,Rajasthan,Noida,Men,Shoes,39,438556,Rented,2022-02-24,800,Adam Mack,M48,"127 Page Gardens Victoriashire, CO 61605",6025648020,10 AM - 9 PM,3,Not Available,Alarm,58648,2024-10-14,October,762599,Kimberly Brown,563,2447,2,1957.6000000000001
Zudio,India,West Bengal,Agra,Kids,Shoes,49,432586,Owned,2021-08-20,950,Jeff Houston,M9,"83122 Pierce Bridge Jamesberg, OK 03507",306.406.0605x8066,11 AM - 8 PM,11,Available,CCTV,24091,2024-10-06,October,607204,Michele Brown,659,1767,1,706.8000000000001
Zudio,India,Rajasthan,Kochi,Men,Hoodies,27,411648,Rented,2020-11-21,950,Seth Brandt,M13,"813 Barrera Lights Apt. 544 East Madelinehaven, MS 05752",751.207.3523x5889,9 AM - 8 PM,4,Available,CCTV,98957,2024-03-16,March,937493,Chad Miller,821,2049,6,4917.6
Zudio,India,Gujarat,Visakhapatnam,Women,Skirts,73,411230,Rented,2021-07-11,1300,Megan Lee,M33,"92936 Bell Spurs Apt. 170 Timothyview, MS 28435",+1-277-875-0583x574,10 AM - 7 PM,17,Not Available,None,72528,2024-08-17,August,680535,Donald Johnson,377,817,7,2287.6
Zudio,India,Karnataka,Guwahati,Kids,Jeans,88,414340,Rented,2023-12-24,1200,Tracy Thomas,M31,"001 Reyes Station Suite 126 Rachelland, MI 31932",001-148-653-5486x62355,10 AM - 7 PM,3,Available,None,53901,2024-04-05,April,875300,Carolyn Lane,935,2170,7,6076.0
Zudio,India,Gujarat,Noida,Men,Shoes,33,404486,Rented,2023-08-23,1400,Heather Hayes,M97,"108 Carrie Hollow Suite 973 Port Meghanview, RI 61305",+1-313-731-5472,11 AM - 8 PM,16,Available,"CCTV, Alarm",84003,2024-05-07,May,403433,Andrew Tucker,258,1086,2,868.8000000000001
Zudio,India,West Bengal,Chandigarh,Men,Hoodies,57,402345,Rented,2021-04-16,1200,Andrew Williams,M41,"7098 Eric Plains Swansonburgh, KS 34356",7476951374,11 AM - 8 PM,5,Available,None,26112,2024-07-16,July,263103,Nina Rodgers,742,739,5,1478.0
Zudio,India,Gujarat,Kolhapur,Women,Pants,1,427960,Rented,2024-11-05,1200,Brittany Harrison,M98,"160 Acosta Flat Port Monique, TX 67947",544-019-5687,11 AM - 8 PM,11,Not Available,Alarm,73080,2024-07-15,July,832924,Emily Berry,462,2213,7,6196.400000000001
Zudio,India,Maharashtra,Jammu,Women,T-shirts,53,436660,Rented,2021-05-14,1300,Lawrence Garcia,M87,"01244 Reed Greens Lake Carrie, IA 23642",+1-814-096-4078,10 AM - 9 PM,9,Not Available,CCTV,59019,2024-12-03,December,918583,James Chen,504,1006,4,1609.6000000000001
Zudio,India,West Bengal,Vadodara,Men,Skirts,1,431628,Rented,2021-03-02,800,Matthew Hoffman,M75,"453 Heath Mountain Apt. 239 Jeffreyburgh, OK 09340",118.472.3259,9 AM - 8 PM,15,Not Available,None,85954,2024-05-03,May,383786,Christopher Miller,263,1323,8,4233.6
Zudio,India,Gujarat,Ahmedabad,Kids,Jackets,90,401759,Owned,2024-09-20,1200,Brenda Martin,M53,"1514 Cheryl Grove Suite 972 South Anthony, VA 09787",395.353.5891,10 AM - 7 PM,18,Available,"CCTV, Alarm",97073,2024-12-01,December,964076,Melissa Thomas,485,2653,2,2122.4
Zudio,India,Rajasthan,Patna,Men,Dresses,53,403792,Rented,2020-03-01,1000,Anthony Mann,M65,"725 Ruiz Underpass Apt. 050 Morenoborough, UT 88665",(411)327-1940,10 AM - 7 PM,16,Available,Alarm,49288,2024-02-19,February,428082,George Rogers,576,2291,7,6414.8
Zudio,India,Karnataka,Rajkot,Men,T-shirts,76,413256,Rented,2022-08-04,1400,William Ryan,M18,"06412 Taylor Ports Lake Maureenberg, WY 31766",463.363.7305,10 AM - 9 PM,11,Not Available,CCTV,19120,2024-03-16,March,564652,Sarah Love,963,625,4,1000.0
Zudio,India,Rajasthan,New Delhi,Men,Jackets,49,413012,Owned,2023-09-23,1000,Dillon Odonnell,M62,Unit 2390 Box 4758 DPO AA 13701,620.184.9228,10 AM - 9 PM,15,Not Available,Alarm,90083,2024-01-18,January,225806,Richard Meyers,613,2039,8,6524.8
Zudio,India,Gujarat,Jalna,Men,T-shirts,42,417154,Owned,2023-07-13,950,Sharon Church,M72,"968 Kenneth Isle New Joshua, KS 42082",480-639-5377,11 AM - 8 PM,18,Not Available,None,79343,2024-01-04,January,515214,Karen Harding,908,1660,8,5312.0
Zudio,India,Rajasthan,Rajkot,Kids,Dresses,18,423615,Rented,2023-01-30,1300,Christina Orr,M54,"0278 Brooks Drive Apt. 582 West Jorge, KY 89706",117.729.7598,10 AM - 9 PM,8,Available,"CCTV, Alarm",23087,2024-03-07,March,123014,John Garcia,498,1997,7,5591.6
Zudio,India,Karnataka,Chhattisgarh,Kids,Jeans,13,435962,Owned,2022-04-21,950,Ryan Schaefer,M90,"6186 Lewis Plain Jeffreyburgh, IA 74462",(038)885-0817,10 AM - 9 PM,14,Not Available,Alarm,85451,2024-02-03,February,267559,Julian Howell,247,710,1,284.0
Zudio,India,Uttar Pradesh,Kochi,Men,Skirts,79,434690,Owned,2021-03-19,1200,Charles Williams,M43,"04880 Brian Oval Hendersonbury, ND 24307",917-333-0410x22042,10 AM - 7 PM,11,Not Available,"CCTV, Alarm",39789,2024-01-24,January,343961,Don Collins,322,1796,6,4310.400000000001
Zudio,India,Karnataka,Jalna,Men,Shoes,72,430718,Rented,2024-02-18,1200,Mary Lee,M71,"096 Michelle Field Apt. 610 Hatfieldland, VA 04445",(814)609-6847,9 AM - 8 PM,10,Available,None,67501,2024-02-21,February,516626,Crystal Mahoney,803,1058,4,1692.8000000000002
Zudio,India,Maharashtra,Nagpur,Women,Skirts,98,419431,Rented,2021-01-05,1100,Robert Davis,M4,"553 Chen Highway Nicholsville, TN 21223",144-865-2741x8105,9 AM - 8 PM,12,Available,"CCTV, Alarm",16106,2024-01-06,January,889312,Brian Nicholson,892,1451,8,4643.2
Zudio,India,Tamil Nadu,Kolhapur,Men,T-shirts,60,416655,Owned,2022-02-23,1100,Robert Johnson,M53,"872 Daniel Islands Suite 001 North Melanieville, NH 50120",+1-587-614-9164x5454,9 AM - 8 PM,10,Not Available,CCTV,33173,2024-04-07,April,617921,George Marquez,209,2768,8,8857.6
Zudio,India,Delhi,Jaipur,Men,Skirts,92,428563,Rented,2020-07-20,1100,Stephanie Burnett,M39,"73446 Daniel Mission Suite 485 North Nancyfurt, DE 59557",+1-613-277-8311x0173,10 AM - 7 PM,4,Available,None,49331,2024-01-01,January,715072,Stephen Reed,747,2723,5,5446.0
Zudio,India,Tamil Nadu,Chennai,Men,Tops,51,431324,Rented,2022-03-10,1200,Frank Fleming,M46,"29675 George Glens Clarkhaven, FL 45571",+1-450-202-1665x613,10 AM - 7 PM,3,Available,"CCTV, Alarm",38498,2024-09-21,September,385217,Molly Dennis,731,2402,3,2882.4
Zudio,India,Uttar Pradesh,Bhopal,Women,Sweaters,67,437874,Rented,2023-08-02,1000,Becky Smith,M58,"1445 Sanders Parkways Suite 363 Port Jonathan, CO 91605",953-702-2907,10 AM - 9 PM,17,Not Available,CCTV,73071,2024-04-16,April,962633,Keith Wagner,594,1070,2,856.0
Zudio,India,Karnataka,Jaipur,Men,Shirts,92,409785,Rented,2020-12-17,950,Monica Pierce,M100,"58474 Stephanie Wells West Bethany, WA 50841",692.177.5498,9 AM - 8 PM,6,Available,Alarm,15443,2024-12-02,December,390209,Timothy Hayes,463,1678,3,2013.6000000000001
Zudio,India,Tamil Nadu,Faridabad,Kids,Dresses,10,407942,Owned,2023-12-30,950,Marcus Lee,M51,"895 James Knolls East Amy, OR 11192",+1-980-448-4191x63461,10 AM - 9 PM,19,Not Available,"CCTV, Alarm",92727,2024-10-30,October,651587,John Mitchell,368,2043,8,6537.6
Zudio,India,Maharashtra,Rajkot,Men,Pants,85,410111,Owned,2021-05-21,1400,David Riley,M44,"07177 Lori Groves Suite 349 Stephanieton, DC 74812",(257)493-3208x9543,10 AM - 9 PM,8,Not Available,"CCTV, Alarm",73484,2024-02-10,February,528489,Shannon Arellano,995,1694,4,2710.4
Zudio,India,Karnataka,Solapur,Kids,Skirts,15,403556,Owned,2021-02-23,1000,Sean Morrow,M34,"75611 Cook Spurs West Luis, MA 14622",001-757-969-1788x803,10 AM - 7 PM,4,Not Available,Alarm,70031,2024-10-07,October,849131,John Wright,711,2970,1,1188.0
